Length of Username,Country Block_1,Country Block_2,Is Business Account,Class,Is Verified,Is Private,Is Professional Account,Sex,Is Joined Recently,Number of Posts,Number of Followers,Length of Biography,Mean Post Likes,Number of Mutual Followers,Number of Video Posts,Percentage of Following
0.4925002355337659,0.0,0.0,0.0,1,1,0,1,0,1,112.51146932579348,-48.08816972960128,82.1995091804855,92.7180897601673,14.27439538739123,-86.29733978725804,11.954132633136414
0.5269047980802144,0.0,0.0,0.0,1,1,1,1,0,1,38.51656518113868,-17.718822176922966,87.15519666731272,82.42773738983661,44.914803250144544,-27.996716512820743,14.799955567849963
0.4573731980736745,0.0,0.0,0.0,1,0,0,1,1,1,183.0472701853307,76.80125040732283,47.89678784487339,115.8845237119923,75.5273677743504,85.84674065050504,8.893061826274746
0.459778009938537,0.0,0.0,0.0,1,1,1,1,1,0,76.66546970586377,47.95709583328952,188.77358330185447,140.60364963712135,99.4331819714224,-76.57957563391562,22.131731005155643
0.6896803904137956,0.0,0.0,1.0,0,0,0,0,0,1,130.37463652466147,-7.0160509173118015,-27.577988630449227,65.93849521073172,93.9303043785809,56.95390709555511,159.91368944506294
0.4249686866435882,0.0,0.0,1.0,0,0,1,0,0,0,108.05515069203472,-10.01585153710758,101.0762630793441,183.0451068381313,109.96300250379188,47.75298262706279,78.55406617666246
0.4882995570382422,0.0,0.0,0.0,0,0,1,0,0,0,159.5365900275543,303.64498343585336,-4.17177633242062,48.59639528170839,60.82380982202648,48.04212644787067,145.45157869435047
0.4442131146106698,0.0,0.0,0.0,0,0,1,0,0,0,94.28872712321528,-48.73217106517421,127.18904107056042,206.4086358167241,162.07844270824987,73.34429914046841,57.11436111942376
0.5470378691616722,0.0,0.0,1.0,0,0,0,1,0,0,98.37852745468628,-33.02630548793067,-38.34453169647054,10.8615927757769,30.156258726078946,61.11261913972539,150.5749926372851
0.5503379013076377,0.0,0.0,0.0,1,1,0,1,1,0,74.34680470239584,16.226280034928987,239.3991241201176,3.3000552001498,31.72103422633748,35.00657662196483,21.900002686548287
0.3901637257133403,0.0,0.0,0.0,0,0,1,0,0,0,176.7241157673372,-35.80600157997007,42.95589309482533,-2.712467598712351,9.215485642997592,95.7397686172972,107.4082549747225
0.4918779373576826,0.0,0.0,1.0,0,0,1,1,0,0,83.43799217126585,-37.98092992065058,123.07631127619986,59.843235987703984,89.81582030578952,56.43326987868265,5.183492940534819
0.6751065044692175,0.0,0.0,1.0,1,1,0,1,0,1,58.174823136402,32.54135966723148,103.14206848232864,-88.96465795265371,67.3212816163471,-56.24337905752372,23.898445723894586
0.4211442609905228,0.0,0.0,0.0,0,0,1,1,0,0,96.0024867087598,-8.514332146680857,56.091714064659485,46.77276789592161,41.72895736111549,53.90554235974791,-47.45300968205281
0.720122128561095,0.0,0.0,1.0,1,0,1,1,0,1,126.77362233982583,-7.846403832252452,-134.37292576754777,-5.753540292453437,149.00649541349563,-0.9265928911498094,13.54926768515108
0.4758537390371389,0.0,0.0,1.0,1,1,0,1,1,1,6.233083534530309,-30.471501837408347,259.510059900943,73.97389495324968,31.96912203855633,85.71621290449558,11.334598194976374
0.4250397436291535,0.0,0.0,1.0,0,0,0,0,0,0,83.1573977647719,61.983415253640345,115.15539022602186,126.69293232480042,82.01525164907306,67.3421320131977,-24.86312368129744
0.4266063183771783,0.0,0.0,0.0,0,0,1,0,0,1,122.6822977735998,186.41568821049907,-18.685526467480315,123.00151509559194,109.35392455401094,91.2998708689677,107.3768749635525
0.5758029950071266,0.0,0.0,1.0,1,1,0,1,1,1,29.9262098151788,85.85812338531046,85.20181294228354,88.72280775236663,49.8179115717612,10.20485040988275,21.99612052250801
