Length of Username,Sex,Is Professional Account,Country Block_1,Country Block_2,Is Joined Recently,Is Business Account,Number of Video Posts,Class,Is Verified,Is Private,Number of Posts,Number of Followers,Length of Biography,Mean Post Likes,Number of Mutual Followers,Percentage of Following
0.3923286064289282,1.0,0.0,0.0,0.0,1.0,0.0,0.4062358159113851,0,1,0,1,68.37556163437515,4.640587503070336,136.72623955993998,86.01618362402402,191.41650999525052
0.669848818116969,1.0,1.0,0.0,0.0,0.0,0.0,0.4855303164612643,0,1,0,0,-21.613426831984484,21.19487488729643,41.59922240885536,83.09318983837973,70.08462842490603
0.4114976382284031,1.0,0.0,0.0,0.0,0.0,1.0,0.606989223412073,1,0,1,0,17.264918205383374,-12.20876650708486,28.300939226182795,13.368171745838492,52.07094060190138
0.6051700619277303,0.0,1.0,0.0,0.0,0.0,1.0,0.6354922383070156,0,1,1,1,37.22400375152611,39.42214692956762,102.36529436112232,71.89579520895776,75.50433567440952
0.4256525582204591,1.0,1.0,0.0,0.0,1.0,0.0,0.6093303678210776,0,1,1,1,-21.995503899494203,-10.30325336199617,174.98650892231552,97.827134013577,52.41528734273064
0.4573731980736745,1.0,0.0,0.0,0.0,1.0,0.0,0.4903639873735117,1,0,0,1,74.24205442605574,83.0109838749068,-8.821468180966495,31.67452327945538,62.38332299409053
0.4005593472861779,0.0,1.0,0.0,0.0,1.0,1.0,0.4438035862579366,1,0,0,1,66.32230051839191,110.1001641660824,-18.18384037922205,5.361909190651758,23.0074674716184
0.5550507137564505,1.0,0.0,0.0,0.0,0.0,0.0,0.694889428418413,0,1,0,1,-2.85124436705199,3.368859395229933,-11.45344542925386,73.74284167642735,145.2437670210699
0.4674643235137344,1.0,0.0,0.0,0.0,1.0,0.0,0.556098144579126,0,1,0,0,87.17991172788021,49.337443974837214,100.09182055534608,85.08473471374135,84.00961050234308
0.4140425103809553,1.0,0.0,0.0,0.0,1.0,0.0,0.661350661121201,0,0,0,0,35.75599674279171,39.3371283339343,82.3961125787065,64.45072391473207,29.47638154071722
0.5079767916214769,0.0,0.0,0.0,0.0,1.0,1.0,0.5915503102261597,1,0,0,1,26.139588179603603,104.990230746645,9.576350447726645,8.966346829170327,95.66826464829042
0.5388438241029059,1.0,0.0,0.0,0.0,0.0,0.0,0.4861446294286045,0,0,0,1,-0.9876460548699412,13.07203486163021,122.41820453172916,76.11231437379718,98.8122156923732
0.5937963009613104,1.0,0.0,0.0,0.0,1.0,0.0,0.5525198068632557,0,1,1,1,34.80712435113783,55.025930418170375,102.24933611230917,93.9230206228372,-61.90929994537749
