Length of Username,Sex,Is Professional Account,Country Block_1,Country Block_2,Is Joined Recently,Is Private,Is Verified,Mean Post Likes,Is Business Account,Number of Video Posts,Length of Biography,Class,Number of Followers,Percentage of Following,Number of Posts,Number of Mutual Followers
0.5064443539142606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4856986723877995,0.0,0.5177594084926993,0.2284613547204323,0,60.76177897112706,87.172549519729,40.512105588403394,14.966201916905552
0.5281514812275169,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4424569578372423,1.0,0.7095433544641712,0.4146830385352438,0,51.56775122563506,64.66426618479242,39.64982189690595,14.682159058273111
0.669848818116969,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7014917215990161,0.0,0.4855303164612643,0.3802669484186478,0,78.02638393679774,91.13167951410102,56.65516264596367,24.12193041860044
0.4757969162952885,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5119720256146039,1.0,0.4492531184079334,0.5156065093434211,0,34.90342467934099,105.84141115339924,43.44016297690281,10.318228023699206
0.4682823249535869,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5412403061969794,0.0,0.4043732848709693,0.5231107649661038,0,113.4124132553084,-25.98411008944629,51.09986037297683,8.556598049969153
0.4041826068379436,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5208401814800818,1.0,0.4728392665431711,0.2762860407332358,1,107.4310322760621,82.38381926336396,126.0280679638546,-21.28353873747475
0.4187247237029907,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4881566249925539,0.0,0.3745584723999929,0.5469609862446133,1,93.43912838755574,79.9629446066414,45.28167292975401,24.49659100280972
0.3776460020463191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5605271575122965,1.0,0.588820354524154,0.3678586821047643,0,46.3226365765774,128.55725259699648,45.8575483278911,22.92573845063576
0.384075768677351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6019286164490613,1.0,0.5141322550195233,0.2904857338886086,1,47.42480887024081,84.45246576248658,100.57924224244348,79.16540662673046
0.651941607639482,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4847734828048582,1.0,0.554584981276196,0.428845853850206,0,96.78038685133424,175.3883782479655,34.86690491098327,17.0545578537687
0.4062891725954399,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4802157350472098,0.0,0.5763050966377677,0.4135494608701759,1,75.22465519420754,110.9759997501922,10.618800383070116,90.64686165768278
0.7408056252578452,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4994006974912696,0.0,0.6559866182474605,0.4063376132816091,1,44.1516284416149,126.25719563914468,101.3535078112628,85.40325153237002
0.8124900993974217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.484701056445009,0.0,0.5978866876995188,0.4869041275660498,0,29.55492607411074,141.92622478463005,38.20880503753936,3.438866655966724
0.4600146051386632,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7047289194289013,0.0,0.7968699348907169,0.4260919915413212,1,67.16486577727215,104.81392536493156,63.22813347244456,76.07939055977164
0.4595267217326966,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5993858190162432,0.0,0.7456034062301129,0.4810356893500661,0,46.89150057895739,53.25184480871626,35.377145588059285,21.24517710632505
0.522348573656505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573175221525263,0.0,0.6435822741106273,0.3228530807846387,0,88.15842551165443,194.21771401338137,57.584773764026345,7.593759070028567
0.5611296490525823,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5743075839004349,1.0,0.6187294931360234,0.476787130601446,0,93.6230241684863,17.432017922237378,47.98018991594223,10.50551778508108
0.4164592261456437,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5149044048657793,1.0,0.6461941226286863,0.389089469579794,1,63.609876487858095,87.67365965496184,45.9321965490395,15.655617863256326
0.5383916624340749,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5485539254434053,0.0,0.6818336401844771,0.589586072247152,0,76.81297159825304,40.268357647593874,44.61984770491847,10.650993600684291
0.5083346249142519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.477543353585496,1.0,0.6452127109315696,0.3995208765007619,0,45.866896263082985,7.947557917300969,44.15200343999848,16.368128094488007
0.543991735540859,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5400008112820399,1.0,0.6857024103554459,0.1672774448602007,0,81.18958891980867,104.80173075730576,53.62239983979603,14.97026226682456
0.382923943248828,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5413278009965259,1.0,0.7705483635645051,0.5117622535032653,0,72.86913550193137,139.48679560689408,34.284971747463366,21.143807147280008
0.4114189257085336,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5901220864236694,0.0,0.4346279886433841,0.2512313701367348,1,116.13103619779052,87.96225883389847,113.7361364895142,81.48955330079886
0.3871986895522515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5387493475713676,0.0,0.5576604077223262,0.5098633471399747,1,78.28607917899691,100.97583776217732,82.36775301292221,113.42850570568744
0.3942709186537399,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5258716379618628,0.0,0.8390458532533829,0.3703679375312766,0,66.59216002225202,28.116960039940032,30.390115755729816,12.29585653825404
0.4389097367011699,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.487778812893764,0.0,0.5250183597555906,0.2789426024716136,1,58.55184593920556,103.02067881378125,95.25908262919184,106.3293558060082
