Length of Username,Country Block_1,Country Block_2,Is Business Account,Class,Is Professional Account,Sex,Is Joined Recently,Is Verified,Is Private,Number of Video Posts,Length of Biography,Mean Post Likes,Number of Mutual Followers,Number of Followers,Number of Posts,Percentage of Following
0.4732004569974569,0.0,0.0,0.0,0,1,1,0,0,0,-1.1499784757845104,104.91795839645512,98.50007300250203,-57.717535686284734,116.6150323550608,112.352568694962,97.06417102317012
0.5259917425870996,0.0,0.0,0.0,0,1,0,0,0,0,10.098156180341231,109.61726729352908,168.05358000650855,23.267190656283024,118.96686073019666,19.311054360745462,92.64925053152336
0.7250365446141696,0.0,0.0,1.0,0,1,0,0,1,0,-0.8083448259186099,100.75187574729556,-64.66028046303063,-94.35055418661112,23.51642415306921,5.128643893141927,66.98410604817235
0.5624072207212107,0.0,0.0,0.0,0,0,1,0,0,0,-33.7465680823845,64.78382611357958,18.03627275751945,-19.31275240663048,48.0669471764986,5.09391806430115,-3.3539642803028755
0.6077941006966032,0.0,0.0,1.0,1,0,1,1,0,1,80.3779800243667,151.5483357245734,23.51748571452147,65.88183083947162,-28.78202418926695,36.2189131491317,123.60772363118129
0.5720447320906972,0.0,0.0,1.0,1,0,1,1,0,1,91.47161191816365,151.59889620979078,75.40121610662018,275.5497572582485,-13.242388220009303,38.766281748796814,48.90109285339227
0.5358963966431933,0.0,0.0,1.0,1,0,0,1,1,0,77.9805383001459,72.03620477076993,82.43544026808914,129.73640806947867,-42.95847879834102,35.49829893036423,97.16849086630006
0.5108008568367489,0.0,0.0,0.0,1,0,1,0,1,0,93.65597937899918,10.916439378789685,1.8383743639630268,169.67211187258107,80.66814361953128,33.21860734333884,49.54450010606274
0.5046422236716892,0.0,0.0,0.0,0,1,1,0,0,0,15.77059911817233,139.44992903800662,62.53558551988899,-79.97126988438744,79.43265612624266,-39.67879189102214,62.57085564172088
0.443844382369713,0.0,0.0,0.0,1,1,1,1,1,1,95.36557518602858,229.2112686776453,108.0703216061289,159.22962264304783,-100.8720121949834,36.94752703492055,68.04126541209361
0.3623335360118772,0.0,0.0,1.0,0,0,1,1,0,0,-9.97987584733032,100.1676133137276,90.97495010613686,-59.17476711294498,63.147376893817935,96.87376153865438,44.6270876872649
0.6751065044692175,0.0,0.0,1.0,1,1,1,1,1,1,82.90926698522775,127.05061273919122,21.54122505159846,17.98375719191725,161.93001421493187,38.33546715151879,233.86314234542087
0.4444663978318268,0.0,0.0,1.0,1,1,1,1,0,1,92.06734825099475,44.00506623083181,61.88695310613923,54.96730488538678,43.51664721461627,35.672347179085584,110.12347971758652
0.4234284334877934,0.0,0.0,0.0,1,0,1,1,1,1,94.355634957918,-56.92681994262057,30.13100181824123,356.56924332234973,-30.950668324938466,34.30017110192335,183.10271394325824
0.4957563550732084,0.0,0.0,1.0,1,0,1,1,0,1,83.60052107628815,28.92133485790076,56.29550766644783,81.01018100845235,-66.93979385952873,37.13987646963277,211.1297005257479
0.5840323703334585,0.0,0.0,0.0,0,0,1,0,0,0,9.97908470842846,35.190133800368734,17.05280997139856,58.71824229205818,119.67246970171873,135.7538773626102,-0.4019882512840063
0.4239014762139483,0.0,0.0,1.0,0,0,0,1,0,0,2.1794664033148816,36.41509606825506,210.7317003005828,-36.67905614028192,72.54306790259278,16.89107074386924,8.709558739015698
0.6444443224354978,0.0,0.0,0.0,1,1,1,0,1,1,96.01818327160863,-69.40704593758073,106.25785028079764,8.92041398501577,-50.08238342636736,36.45836400621808,21.713818921775616
0.6082163539873491,0.0,0.0,1.0,1,1,0,1,0,1,108.68383129446894,31.664531252387864,18.170635458677395,-14.008475276472296,63.006941896967874,36.41963431288081,150.71360347049483
0.5465248535600574,0.0,0.0,0.0,0,0,1,1,0,0,12.423480167981245,96.425364810483,18.279062314520623,-79.3490496057046,89.32807621008288,56.80924160767668,55.242366219501335
0.4291947396392898,0.0,0.0,0.0,0,1,1,0,0,0,5.282579988055833,107.6589109891642,-54.51981490201936,23.30666588118337,173.12647761716784,153.48463124012838,23.113687067658645
0.4523479912426237,0.0,0.0,0.0,0,0,1,0,0,0,-26.647159598988303,106.7436510891594,214.7574827259719,79.90359613652653,138.67346036917868,-44.36081394586455,-66.68168483981891
