1,0,0
1,0,0
1,0,0
0,0,1
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
0,0,1
0,1,0
1,0,0
0,1,0
0,0,1
0,0,1
0,0,1
0,1,0
0,1,0
1,0,0
0,1,0
1,0,0
1,0,0
0,0,1
0,0,1
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
0,1,0
0,0,1
0,0,1
0,0,1
0,1,0
0,0,1
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
0,1,0
0,0,1
0,0,1
0,0,1
0,0,1
0,1,0
0,1,0
0,1,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,0,1
0,0,1
0.857971014492754,0.142028985507246,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
0,1,0
0,1,0
0,0,1
0,0,1
1,0,0
0,0,1
0,0,1
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
0,1,0
0,1,0
0,1,0
0,0,1
0,0,1
0,0,1
0,0,1
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0.857971014492754,0.142028985507246,0
0,0,1
0,1,0
0,0,1
0,1,0
0,0,1
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
0,0,1
0,1,0
0,1,0
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,1
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,1
0,0,1
0,1,0
1,0,0
0,1,0
0,1,0
0,0,1
0,0,1
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
0,1,0
0,0,1
0,0,1
0,1,0
0,1,0
0,0,1
0,0,1
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
0,1,0
1,0,0
0,0,1
0,1,0
0,1,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
0,0,1
0.857971014492754,0.142028985507246,0
1,0,0
0,1,0
1,0,0
0,1,0
0,0,1
0,1,0
0,1,0
1,0,0
1,0,0
0,1,0
0,0,1
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
0,0,1
1,0,0
0,1,0
0,1,0
0,0,1
1,0,0
0,0,1
0,0,1
0,1,0
0,1,0
1,0,0
0,0,1
0,0,1
0,1,0
0,1,0
1,0,0
0,0,1
1,0,0
1,0,0
0,0,1
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
0,0,1
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
0,0,1
0,0,1
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
0,0,1
0,0,1
0,0,1
0,0,1
0,1,0
0,1,0
0,0,1
0,0,1
0,1,0
0,1,0
0,1,0
0,1,0
0,0,1
0,0,1
1,0,0
0,1,0
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,0,1
1,0,0
1,0,0
1,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,1,0
0,1,0
0,0,1
0,0,1
0,0,1
0,0,1
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,0,1
0,1,0
1,0,0
1,0,0
0,1,0
0,0,1
0,0,1
0,1,0
1,0,0
0,0,1
0,1,0
0,1,0
0,0,1
0,1,0
0,0,1
0,0,1
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
0,1,0
0,0,1
0,1,0
1,0,0
1,0,0
0,0,1
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,1
0,1,0
1,0,0
0,1,0
0,1,0
0,0,1
0,0,1
1,0,0
1,0,0
1,0,0
0,0,1
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
0.857971014492754,0.142028985507246,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
0,1,0
0,0,1
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
0,1,0
0,1,0
0,0,1
0,1,0
0,1,0
0,0,1
0,1,0
0.857971014492754,0.142028985507246,0
0.857971014492754,0.142028985507246,0
1,0,0
0,0,1
0,1,0
0,1,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
0,0,1
0,0,1
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
0,0,1
1,0,0
0,0,1
1,0,0
0,1,0
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,0,1
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,0,1
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
0,1,0
0,1,0
0,1,0
0,0,1
0.857971014492754,0.142028985507246,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,1
1,0,0
1,0,0
0,1,0
0,1,0
0,1,0
0,1,0
1,0,0
0,1,0
0,0,1
0,0,1
0,0,1
0,1,0
0,1,0
0,1,0
0,1,0
0,0,1
0,0,1
1,0,0
1,0,0
1,0,0
0,0,1
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
0,0,1
0.857971014492754,0.142028985507246,0
1,0,0
1,0,0
1,0,0
0,0,1
0,1,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
1,0,0
1,0,0
0,0,1
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
0,0,1
0,0,1
1,0,0
0,1,0
0,0,1
0.857971014492754,0.142028985507246,0
0,0,1
0,1,0
0,0,1
0,0,1
0,1,0
1,0,0
1,0,0
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,0,1
0,1,0
1,0,0
1,0,0
0,0,1
0,0,1
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,1
1,0,0
0,1,0
0,1,0
0,1,0
1,0,0
0,0,1
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
0,1,0
0,0,1
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
1,0,0
0,1,0
0,1,0
0,0,1
0,0,1
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,0,1
0,0,1
0,1,0
0,0,1
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
0,1,0
0,0,1
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
1,0,0
1,0,0
0,0,1
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,0,1
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,0,1
0,0,1
0,1,0
0,0,1
0,0,1
0,0,1
0,0,1
1,0,0
0,1,0
1,0,0
0,1,0
0,0,1
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
1,0,0
0,1,0
0,1,0
0,1,0
1,0,0
1,0,0
0,1,0
0.857971014492754,0.142028985507246,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
0,1,0
0,0,1
0,0,1
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
0,0,1
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,0,1
0,0,1
0,0,1
1,0,0
1,0,0
0,1,0
0,0,1
0,1,0
0,1,0
1,0,0
0,0,1
0,0,1
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
0,0,1
1,0,0
1,0,0
0,0,1
0,0,1
0,1,0
0,1,0
0,1,0
0,1,0
0,0,1
0,0,1
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
0,1,0
0,0,1
0,0,1
0,1,0
0,1,0
0,1,0
0,1,0
0,0,1
0,0,1
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,0,1
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
0,0,1
0,1,0
1,0,0
0,0,1
0,0,1
1,0,0
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
0,1,0
0,0,1
0,0,1
0,0,1
0,1,0
0,1,0
0,1,0
0,1,0
0,0,1
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
0,1,0
0,1,0
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
0,1,0
1,0,0
1,0,0
0,0,1
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
0,1,0
0,0,1
0,0,1
0,1,0
0,1,0
1,0,0
0,1,0
0,1,0
0,0,1
0,0,1
0,1,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
0,0,1
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
0,1,0
0,0,1
0.857971014492754,0.142028985507246,0
0,1,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.857971014492754,0.142028985507246,0
0.735042735042735,0.264957264957265,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
0,0,1
0,1,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
0,0,1
0,0,1
0,1,0
0,0,1
0,0,1
0,1,0
1,0,0
0,0,1
0,0,1
0,0,1
0,0,1
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
1,0,0
0,1,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,1
0,1,0
0,1,0
0,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,1
0,0,1
0,0,1
